整合編號,食品分類,樣品名稱,內容物描述,俗名,廢棄率(%),熱量(kcal),修正熱量(kcal),水分(g),粗蛋白(g),粗脂肪(g),飽和脂肪(g),灰分(g),總碳水化合物(g),膳食纖維(g),糖質總量(g),葡萄糖(g),果糖(g),半乳糖(g),麥芽糖(g),蔗糖(g),乳糖(g),鈉(mg),鉀(mg),鈣(mg),鎂(mg),鐵(mg),鋅(mg),磷(mg),銅(mg),錳(mg),維生素A總量(IU),視網醇當量(RE)(ug),視網醇(ug),α-胡蘿蔔素(ug),β-胡蘿蔔素(ug),維生素D總量(IU),維生素D總量(ug),維生素D2(ug),維生素D3(ug),維生素E總量(mg),α-維生素E當量(α-TE)(mg),α-生育酚(mg),β-生育酚(mg),γ-生育酚(mg),δ-生育酚(mg),維生素K1(ug),維生素K2 (MK-4)(ug),維生素K2 (MK-7)(ug),維生素B1(mg),維生素B2(mg),菸鹼素(mg),維生素B6(mg),維生素B12(ug),葉酸(ug),維生素C(mg),脂肪酸S總量(mg),酪酸(4:0)(mg),己酸(6:0)(mg),辛酸(8:0)(mg),癸酸(10:0)(mg),月桂酸(12:0)(mg),十三酸(13:0)(mg),肉豆蔻酸(14:0)(mg),十五酸(15:0)(mg),棕櫚酸(16:0)(mg),十七酸(17:0)(mg),硬脂酸(18:0)(mg),十九酸(19:0)(mg),花生酸(20:0)(mg),山酸(22:0)(mg),廿四酸(24:0)(mg),脂肪酸M總量(mg),肉豆蔻烯酸(14:1)(mg),棕櫚烯酸(16:1)(mg),油酸(18:1)(mg),鱈烯酸(20:1)(mg),芥子酸(22:1)(mg),脂肪酸P總量(mg),亞麻油酸(18:2)(mg),次亞麻油酸(18:3)(mg),十八碳四烯酸(18:4)(mg),花生油酸(20:4)(mg),廿碳五烯酸(20:5)(mg),廿二碳五烯酸(22:5)(mg),廿二碳六烯酸(22:6)(mg),其他脂肪酸(mg),P/M/S,反式脂肪(mg),水解胺基酸總量(mg),天門冬胺酸(Asp)(mg),酥胺酸(Thr)(mg),絲胺酸(Ser)(mg),麩胺酸(Glu)(mg),脯胺酸(Pro)(mg),甘胺酸(Gly)(mg),丙胺酸(Ala)(mg),胱胺酸(Cys)(mg),纈胺酸(Val)(mg),甲硫胺酸(Met)(mg),異白胺酸(Ile)(mg),白胺酸(Leu)(mg),酪胺酸(Tyr)(mg),苯丙胺酸(Phe)(mg),離胺酸(Lys)(mg),組胺酸(His)(mg),精胺酸(Arg)(mg),色胺酸(Trp)(mg),膽固醇(mg),酒精含量(g)
J0403401,魚貝類,斑鱵,"樣品狀態:生; 前處理描述:去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎","補網師,水針,莎優莉,簪針(澎湖),七星針(南部)",48.2,90.9765,90.9765,77.66,20.63,0.32,0.1442,1.0779,0.3121,,,,,,,,,78.84,276.21,30.86,32.301,0.41,1.22,184.8,,,5.6666,1.7,1.7,,,,,,,0.03,0.03,0.03,0.0,0.0,0.0,,,,0.0,0.05,4.057,0.5115,1.82,15.8,2.68,144.15455999999998,0.0,0.0,0.0,0.0,0.0,0.0,9.92224,3.59776,98.41695999999999,3.5180800000000003,26.61664,0.0,2.0828800000000003,0.0,0.0,69.52000000000001,0.0,14.74432,41.58592,13.189760000000001,0.0,106.32288000000001,6.959040000000001,2.6627199999999998,1.29632,16.68416,0.0,12.40704,66.3136,,1.53/1.00/2.07,,19982.46,2036.87,927.18,795.11,3053.49,642.47,968.63,1211.01,489.68,1029.53,604.34,952.28,1705.81,745.98,841.65,1925.41,701.71,1351.31,0.0,104.76,
J0403501,魚貝類,鱷形叉尾鶴鱵,"樣品狀態:生; 前處理描述:去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎","青旗,學仔,白天青旗,圓學(澎湖)",47.0,97.6895,97.6895,75.85,22.35,0.25,0.0876,1.4,0.15,,,,,,,,,63.5,457.0,303.5,36.0,0.55,1.25,270.0,,,5.0,1.5,1.5,,,,,,,0.815,0.815,0.815,0.0,0.0,0.0,,,,0.0,0.095,5.5,0.5445,3.08,7.0,0.25,87.5625,0.0,0.0,0.0,0.0,0.0375,0.0,3.975,1.4625,51.35,1.15,27.587500000000002,0.2375,0.775,0.3375,0.65,37.15,0.0,5.9375,29.1,1.675,0.43749999999999994,125.3125,2.4499999999999997,0.5625000000000001,0.9625,9.525,7.075,17.075,87.6625,,3.37/1.00/2.36,,21282.5,2107.0,955.0,803.0,3141.5,762.0,991.0,1273.5,538.0,1142.5,677.5,1036.0,1760.0,794.5,909.0,1996.0,645.5,1436.0,314.5,64.65,
J0403601,魚貝類,金鱗魚,"樣品狀態:生; 前處理描述:去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎",,55.6,84.6607,84.6607,78.03,19.51,0.15,0.0594,1.05,1.26,,,,,,,,,60.89,336.84,6.55,30.62,0.49,0.78,175.94,,,69.1326,20.74,20.74,,,,,,,0.11,0.11,0.11,0.0,0.0,0.0,,,,0.039,0.03,2.01,0.2495,0.91,12.0,5.33,59.44199999999999,0.0,0.0,0.0,0.0,0.0,0.0,3.8103,0.92085,43.2636,1.06035,10.386899999999999,0.0,0.0,0.0,0.0,39.81225,0.0,8.711549999999999,29.3604,1.7403,0.0,50.744550000000004,1.4442,0.0,0.0,8.0073,5.63445,3.1268999999999996,32.531699999999994,,1.27/1.00/1.49,,19375.46,2000.98,853.93,789.27,3020.06,670.75,966.83,1197.93,459.71,933.12,596.45,883.23,1596.81,693.58,845.64,1789.76,465.91,1376.22,235.28,45.84,
J0403701,魚貝類,鱗馬鞭魚,"樣品狀態:生; 前處理描述:去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎","馬鞭魚,馬戍,槍管,火管,剃仔,土管(臺東) ",72.4,83.8395,83.8395,81.26,18.512,0.5314,0.2038,0.9505,0.0,,0.034,0.034,0.0,,0.0,0.0,0.0,120.609,209.57,11.075,26.011,0.184,0.368,128.456,,,35.0097,10.503,10.503,,,,,,,0.184,0.184,0.184,0.0,0.0,0.0,,,,0.009,0.0449,2.3436,0.342,0.842,18.746,0.62,203.79190000000003,0.0,0.0,0.0,5.0483,10.25602,3.2415399999999996,13.019300000000001,1.5941999999999998,105.11092,2.71014,56.85979999999999,0.0,0.0,5.95168,0.0,140.23646,0.0,10.149739999999998,127.90798000000001,2.17874,0.0,179.82576000000003,30.077240000000003,2.60386,0.0,20.299479999999996,17.58934,6.96134,102.2945,7.652159999999999,1.28/1.00/1.45,,17495.607,1819.597,804.499,683.04,2877.081,518.831,742.993,1095.586,241.25,857.891,543.906,849.893,1556.023,661.795,738.143,1723.537,424.385,1136.684,220.473,72.519,
J0403801,魚貝類,黃鱔,"樣品狀態:生; 前處理描述:去頭及腸管內臟,混合均勻打碎","鱔魚,田鱔,田鰻,長魚,血魚,羅魚,無鱗公子",23.8,88.1099,88.1099,78.683,17.616,1.429,0.4429,1.3102,0.9618,,0.0,0.0,0.0,,0.0,0.0,0.0,54.763,272.775,39.295,21.421,4.038,1.868,172.807,,,78.8725,23.662,23.662,,,,,,,1.137,1.137,1.137,0.0,0.0,0.0,,,,0.066,1.7257,3.8346,0.165,2.09,19.926,2.011,442.87568,0.0,0.0,0.0,0.0,7.530830000000001,2.4864599999999997,30.380539999999996,17.91966,254.46203,21.034879999999998,91.32739000000001,0.0,8.51684,5.4302,3.7868500000000003,467.35445,0.0,127.10955000000001,324.06862,10.2888,5.88748,461.69560999999993,151.70264,66.89149,4.18697,105.66026000000001,20.07745,72.99332,40.183479999999996,57.08855000000001,1.04/1.06/1.00,,15431.175,1496.707,707.9,622.731,2355.412,639.609,934.847,1067.474,126.775,770.946,421.298,731.921,1310.549,556.296,649.513,1404.108,432.309,970.456,232.324,113.65,
J0403901,魚貝類,石狗公,"樣品狀態:生; 前處理描述:去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎","石頭魚,獅甕(澎湖),紅鱠仔",70.0,80.04,80.04,81.06,18.28,0.22,0.0254,1.1113,0.0,,,,,,,,,67.3,330.38,25.88,29.7,0.24,0.36,210.22,,,12.0999,3.63,3.63,,,,,,,0.61,0.61,0.61,0.0,0.0,0.0,,,,0.082,0.03,2.34,0.1284,0.86,3.0,0.0,25.378100000000003,0.0,0.0,0.0,0.0,0.0,0.0,4.13072,0.0,1.1160599999999998,0.0,14.28394,0.5735399999999999,5.273840000000001,0.0,0.0,103.35534,0.0,44.87582,48.69436,9.785160000000001,0.0,91.26523999999999,2.07834,0.5071,0.57618,9.92442,0.0,8.49552,69.68368,,3.60/4.07/1.00,,18272.73,1914.63,841.47,738.45,2948.46,570.1,759.23,1093.86,375.28,896.21,559.58,831.55,1518.04,664.69,776.82,1733.66,494.55,1300.78,255.37,54.13,
J0404001,魚貝類,環紋簑鮋,"樣品狀態:生; 前處理描述:去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎","龍鬚簑鮋,獅子魚,長獅,魔鬼,國公,石狗敢,虎魚,雞公,紅虎,火烘,石頭魚",66.0,79.47,79.47,80.8,18.4,0.1,0.0354,1.3,0.0,,,,,,,,,145.0,324.0,13.0,37.0,0.2,0.4,166.0,,,3.3333,1.0,1.0,,,,,,,0.22,0.22,0.22,0.0,0.0,0.0,,,,0.04,0.01,1.1,0.159,1.01,0.0,0.7,35.39000000000001,0.0,0.0,0.0,0.0,0.04,0.0,1.2,0.5300000000000001,23.96,0.8000000000000002,8.37,0.0,0.24000000000000002,0.11000000000000001,0.14,17.79,0.0,3.19,14.01,0.59,0.0,46.83,1.0,0.19000000000000003,0.13,7.320000000000001,6.000000000000001,5.599999999999999,26.590000000000003,,2.63/1.00/1.99,,18491.0,1930.0,853.0,771.0,2953.0,630.0,758.0,1096.0,462.0,870.0,584.0,836.0,1578.0,675.0,777.0,1781.0,436.0,1237.0,264.0,44.4,
J0404101,魚貝類,深海鱗角魚,"樣品狀態:生; 前處理描述:去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎","深海角魚,雞角,角仔魚",77.5,80.0463,80.0463,80.95,17.69,0.5,0.1682,1.41,0.0,,,,,,,,,104.99,399.14,7.07,27.72,0.59,0.53,222.91,,,178.2649,53.48,53.48,,,,,,,0.46,0.46,0.46,0.0,0.0,0.0,,,,0.094,0.16,3.3,0.3818,2.46,7.0,0.82,168.2065,0.0,0.0,0.0,0.0,0.0,0.0,17.157500000000002,0.0,117.336,0.0,32.606500000000004,0.0,1.1065,0.0,0.0,157.15699999999998,0.0,25.741,122.56299999999999,6.881000000000001,1.9719999999999998,174.6335,3.8795,1.183,0.0,19.3565,22.212,15.960000000000003,112.0425,,1.11/1.00/1.07,,18401.56,1888.58,850.22,719.65,2924.72,603.31,796.57,1124.5,473.48,933.73,514.08,870.44,1545.14,687.38,755.08,1737.62,454.23,1244.98,277.85,54.7923,
J0404201,魚貝類,尖嘴鱸(去皮),"樣品狀態:生(已去鱗及內臟); 前處理描述:去皮,去頭尾及骨刺,混合均勻打碎","金目鱸,盲槽,扁紅目鱸",46.8,98.2869,98.2869,76.908,20.571,1.1584,0.3379,1.214,0.1486,,,,,,,,,48.2306,435.0482,11.6848,28.192,0.6767,0.4794,184.2212,,,34.6897,10.407,10.407,,,,,,,1.68,1.6253,1.62,0.0,0.05,0.01,,,,0.256,0.051,3.557,0.355,0.501,6.977,0.564,337.89369600000003,0.0,0.92672,3.9385600000000007,2.849664,19.866560000000003,0.0,48.977152000000004,4.077568,216.20377600000003,2.83808,38.215616000000004,0.0,0.0,0.0,0.0,305.64384000000007,0.0,65.959296,231.784256,7.900288,0.0,514.85088,160.51948800000002,21.036544000000003,15.742656,23.805120000000002,139.41344,27.871104000000003,126.46252800000002,,1.68/1.00/1.11,,17509.793,1851.919,784.411,707.742,2829.136,610.262,1054.532,1087.139,175.046,891.728,515.116,855.934,1465.639,648.794,781.903,1588.77,410.678,1062.37,188.674,58.23,
J0404301,魚貝類,尖嘴鱸(含皮),"樣品狀態:生; 前處理描述:去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎","金目鱸,盲槽,扁紅目鱸",50.0,107.144,107.144,77.6,19.6,2.6,1.0429,1.0,0.0,,,,,,,,,51.0,442.0,19.0,24.0,0.3,0.5,171.0,,,39.9996,12.0,12.0,,,,,,,0.25,0.241,0.24,0.0,0.01,0.0,,,,0.07,0.17,3.8,0.155,0.64,,0.6,1042.8600000000001,0.0,0.0,0.0,0.0,0.0,0.0,101.66,0.0,707.1999999999999,31.46,176.79999999999998,0.0,10.14,9.88,5.720000000000001,997.8800000000001,0.0,160.68,715.0,50.96,71.24000000000001,562.1200000000001,152.88000000000002,16.64,0.0,0.0,66.3,61.1,265.2,,1.00/1.78/1.86,,18193.0,1879.0,784.0,679.0,2881.0,655.0,896.0,1113.0,354.0,912.0,569.0,878.0,1570.0,674.0,811.0,1709.0,406.0,1246.0,177.0,71.5,
J04044,魚貝類,日本花鱸平均值,"樣品狀態:生; 前處理描述:去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎","七星鱸,花鱸,青鱸,鱸魚,日本真鱸 ",60.2,97.9124,97.9124,76.6742,19.8504,1.458,0.4228,1.1343,0.8831,,,,,,,,,61.5287,377.1414,16.5808,31.0227,0.3691,0.5947,212.3997,,,300.139,90.0426,90.0426,0.0,0.0,,,,,0.832,0.7963,0.79,0.006,0.032,0.004,,,,0.1008,0.1398,3.9756,0.1953,1.414,6.89,1.0218,422.792298,0.0,0.0,0.0,0.0,0.4126139999999999,0.0,50.715072,3.8607839999999998,317.998548,3.3315299999999994,45.034704,0.0,1.439046,0.0,0.0,591.3589680000001,0.383454,147.34985399999997,409.43993399999994,24.711641999999998,9.472626000000002,443.83707,169.333578,17.411436,13.490874,21.39615,92.922714,21.302838,107.978022,,1.05/1.40/1.00,,19210.7968,2021.0457,896.6775,807.0036,3110.0159,617.5438,1052.3437,1191.1571,163.572,936.0609,604.5104,917.3116,1629.9019,730.5293,810.4054,1669.517,572.4226,1200.5717,280.2069,59.0346,
J0404401,魚貝類,日本花鱸(2月),"樣品狀態:生; 前處理描述:去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎","七星鱸,花鱸,青鱸,鱸魚,日本真鱸 ",63.0,94.8013,94.8013,75.85,20.14,0.976,0.2658,1.1201,1.9139,,,,,,,,,44.115,349.852,13.666,33.095,0.4666,0.8754,218.044,,,333.5967,100.08,100.08,0.0,0.0,,,,,0.81,0.787,0.78,0.01,0.02,0.0,,,,0.152,0.125,3.717,0.24,1.54,4.74,0.474,265.824336,0.0,0.0,0.0,0.0,0.0,0.0,27.275296,0.0,213.16035199999996,0.0,25.388688,0.0,0.0,0.0,0.0,357.135968,0.0,96.535184,232.25872,19.963103999999998,8.37896,353.032864,89.336208,9.572608,10.831647999999998,17.837376,111.955984,13.19552,100.30351999999999,,1.33/1.34/1.00,,20372.3231,2097.6705,936.5005,852.362,3253.3296,642.9418,1094.0366,1229.6888,173.2753,998.7862,633.4123,1002.9072,1748.8954,805.1955,862.9211,1745.9962,491.5569,1344.6115,458.2357,66.612,
J0404402,魚貝類,日本花鱸((3月),"樣品狀態:生; 前處理描述:去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎","七星鱸,花鱸,青鱸,鱸魚,日本真鱸 ",58.3,99.7437,99.7437,76.803,19.992,1.594,0.4547,1.0988,0.5122,,,,,,,,,64.9345,366.3161,9.5524,25.7049,0.3212,0.5842,191.7116,,,47.7662,14.33,14.33,,,,,,,1.77,1.7153,1.71,0.0,0.05,0.01,,,,0.147,0.177,4.422,0.2286,1.76,7.18,2.472,454.694876,0.0,0.0,0.0,0.0,0.0,0.0,53.528114,4.672014000000001,338.556036,5.154996000000001,50.0516,0.0,2.732116,0.0,0.0,685.875884,0.0,151.86356800000004,512.2924720000001,16.507464000000002,5.2123800000000005,453.418082,244.10197200000002,16.32256,12.189318000000004,21.871274,65.77162799999999,17.156222000000003,76.005108,,1.00/1.51/1.00,,20210.645,2129.912,944.317,850.87,3226.974,649.385,1184.055,1227.957,176.823,994.383,639.589,940.845,1680.842,776.021,865.715,1726.134,611.375,1275.477,309.971,57.333,
J0404403,魚貝類,日本花鱸((8月),"樣品狀態:生; 前處理描述:去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎","七星鱸,花鱸,青鱸,鱸魚,日本真鱸 ",63.0,95.3352,95.3352,76.858,18.968,1.59,0.4942,1.0865,1.4975,,,,,,,,,56.924,360.859,7.1658,28.7838,0.3697,0.4567,229.9827,,,758.4691,227.543,227.543,,,,,,,0.64,0.622,0.62,0.0,0.02,0.0,,,,0.04,0.125,4.237,0.28,0.92,9.21,0.982,494.17995,0.0,0.0,0.0,0.0,0.70914,0.0,63.902100000000004,5.5649999999999995,362.94293999999996,3.80487,54.51951,0.0,2.73639,0.0,0.0,665.8792800000001,2.09403,172.40687999999997,458.33657999999997,27.91881,5.12298,429.92169,147.99402,19.43139,19.20084,18.17529,91.30098000000001,25.50837,108.31080000000001,,1.00/1.55/1.15,,20056.42,2126.77,956.071,853.721,3350.168,666.085,1030.643,1302.136,205.558,968.285,620.375,954.194,1719.167,766.179,855.331,1663.906,507.914,1244.358,265.559,56.35,
J0404404,魚貝類,日本花鱸((11月),"樣品狀態:生; 前處理描述:去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎","七星鱸,花鱸,青鱸,鱸魚,日本真鱸 ",60.0,99.1356,99.1356,76.99,20.534,1.27,0.3712,1.1166,0.0894,,,,,,,,,63.74,394.64,27.34,34.91,0.268,0.462,200.1,,,164.7317,49.42,49.42,,,,,,,0.56,0.542,0.54,0.0,0.02,0.0,,,,0.101,0.148,3.449,0.108,1.53,6.54,0.495,371.23242999999997,0.0,0.0,0.0,0.0,1.2319000000000002,0.0,50.834289999999996,4.5961300000000005,269.98040999999995,3.95097,38.73119,0.0,1.90754,0.0,0.0,520.02309,0.0,134.5946,352.67011,21.90242,10.85596,378.73432,137.35049999999998,14.424660000000001,11.468100000000002,20.76196,73.33742000000001,21.917659999999998,99.47402,,1.02/1.40/1.00,,16964.4689,1808.3025,785.726,698.5823,2786.3364,519.2577,909.6518,1064.3152,146.4175,827.418,559.7699,803.977,1446.2274,616.5916,723.9913,1627.3818,394.5498,1022.4534,223.5193,60.823,
J0404405,魚貝類,日本花鱸((12月),"樣品狀態:生; 前處理描述:去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎","七星鱸,花鱸,青鱸,鱸魚,日本真鱸 ",56.5,100.5461,100.5461,76.87,19.618,1.86,0.5379,1.2497,0.4023,,,,,,,,,77.93,414.04,25.18,32.62,0.42,0.595,222.16,,,196.1314,58.84,58.84,,,,,,,0.38,0.3153,0.3,0.02,0.05,0.01,,,,0.064,0.124,4.053,0.12,1.32,6.78,0.686,537.86736,0.0,0.0,0.0,0.0,0.0,0.0,59.84736000000001,5.929679999999999,407.12610000000006,4.99782,59.96640000000001,0.0,0.0,0.0,0.0,750.5397600000001,0.0,179.90478,518.57544,35.57994000000001,16.4796,571.578,250.73916000000003,29.91252,11.9319,25.296000000000003,88.40022000000002,28.779780000000002,136.51842,,1.06/1.40/1.00,,18450.127,1942.5734,860.7728,779.4827,2933.2716,610.0495,1043.332,1131.6883,115.7863,891.4324,569.4057,884.6347,1554.3775,688.6593,744.0687,1584.1671,856.7173,1115.9584,143.7493,54.055,
J0404501,魚貝類,日本花鱸(含皮),"樣品狀態:生; 前處理描述:去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎","七星鱸,花鱸,青鱸,鱸魚,日本真鱸 ",50.4,111.1384,111.1384,75.8,19.2,3.2322,1.0537,1.0,0.7678,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,396.0,3.0,23.0,0.3,0.4,171.0,,,39.9996,12.0,12.0,,,0.0,0.0,0.0,0.0,0.44,0.431,0.43,0.0,0.01,0.0,0.0,0.0,0.0,0.08,0.12,2.3,0.107,0.6,,0.0,1053.7036644000002,0.0,0.0,0.0,0.0,0.0,0.0,130.77804420000004,20.1398382,683.7654456000001,19.8586368,175.8866274,6.464400000000001,10.6242414,4.340844600000001,1.8455862,511.7671548,0.0,194.63015520000002,265.64158920000006,35.9808504,15.51456,1638.3569292000002,457.75062840000004,431.2498206,24.616435200000005,64.48885440000001,153.7492896,99.4321686,407.0697324000001,59.99609640000001,3.20/1.00/2.06,9.57,18366.0,1921.0,816.0,690.0,2910.0,629.0,815.0,1104.0,364.0,948.0,598.0,877.0,1516.0,682.0,791.0,1776.0,450.0,1275.0,204.0,66.6,
J0404601,魚貝類,白鱸,"樣品狀態:生; 前處理描述:去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎",,63.0,76.481,76.481,79.8,17.7,0.1,0.035,1.4,1.0,,,,,,,,,55.0,432.0,4.0,27.0,0.6,0.4,204.0,,,19.9998,6.0,6.0,,,,,,,0.71,0.71,0.71,0.0,0.0,0.0,,,,0.01,0.07,0.7,0.404,0.54,0.0,0.0,34.97,0.0,0.060000000000000005,0.0,0.0,0.0,0.0,1.31,0.3499999999999999,23.2,0.67,8.810000000000002,0.0,0.24000000000000002,0.20000000000000004,0.13,21.77,0.0,3.3,17.53,0.8400000000000001,0.10000000000000002,43.27000000000001,1.29,0.14,0.12000000000000001,10.620000000000001,5.430000000000001,7.46,18.21,,1.99/1.00/1.61,,18926.0,1914.0,885.0,769.0,2989.0,734.0,874.0,1149.0,456.0,938.0,581.0,866.0,1581.0,713.0,747.0,1678.0,443.0,1324.0,285.0,42.3,
J0404701,魚貝類,條紋狼鱸,"樣品狀態:生,已去鱗及內臟; 前處理描述:去皮,去頭尾及骨刺,混合均勻打碎",,52.0,146.8154,146.8154,73.556,21.3585,6.1657,1.5854,1.0231,0.0,,0.2493,0.0,0.2493,,0.0,0.0,0.0,68.6124,295.0001,16.9232,23.5322,1.3374,0.8764,153.4168,,,11.7949,3.5385,3.5385,,,,,,,1.89,1.7224,1.686,0.0435,0.1405,0.02,,,,0.0825,0.0917,3.9578,0.216,3.1995,8.268,1.442,1585.4172695,0.0,0.0,0.0,0.0,6.473985,0.431599,196.0384315,18.157986499999996,1138.7431330000002,17.387273999999998,192.678125,2.3121375,9.032750499999999,2.034681,2.1271665000000004,2778.6960190000004,12.053943500000003,418.99014350000004,2073.1549680000003,255.22915149999997,19.2678125,1744.2765299999999,694.4736194999999,97.7571735,48.801515499999994,60.76297350000001,300.5470465,89.0018795,452.932322,114.497049,1.10/1.75/1.00,,20004.046,2111.428,896.813,842.017,3219.357,617.2915,951.8095,1224.012,220.1695,1031.162,634.622,987.642,1687.229,746.335,882.5535,1950.049,481.4855,1239.024,281.0465,61.364,
J0404801,魚貝類,鱖,"樣品狀態:生; 前處理描述:去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎",,64.4,89.3019,89.3019,80.315,17.678,1.5318,0.5467,0.8774,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,46.565,264.844,15.714,23.709,0.0,0.593,136.922,,,0.0,0.0,0.0,,,,,,,0.658,0.658,0.658,0.0,0.0,0.0,,,,0.01,0.0627,1.5312,0.221,0.726,6.027,0.465,546.653466,0.0,0.0,0.0,0.0,5.545116,6.66333,61.379225999999996,29.088882,336.521142,21.000978,81.96661800000001,0.0,4.488174,0.0,0.0,517.44204,0.0,105.204024,399.125808,13.112208,0.0,467.704494,149.947902,130.95358199999998,0.0,0.0,65.453814,0.0,121.34919599999999,0.0,1.00/1.11/1.17,,18853.081,1987.752,867.416,768.663,3079.673,668.74,918.357,1199.734,221.81,952.826,589.182,881.787,1606.084,724.979,792.317,1759.614,473.176,1191.252,169.719,63.741,
J0404901,魚貝類,白緣星鱠,"樣品狀態:生; 前處理描述:去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎","闊嘴格仔,鱠,過魚,石斑,紅朱鱠(臺東),粉條(澎湖)",50.5,101.0135,101.0135,78.191,19.933,1.7627,0.823,1.2045,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,70.279,369.703,13.094,27.243,0.151,0.349,185.801,,,0.0,0.0,0.0,,,,,,,0.239,0.239,0.239,0.0,0.0,0.0,,,,0.049,0.033,1.0958,0.125,1.283,23.699,0.197,823.0046299999999,0.0,0.0,0.0,0.0,0.0,0.0,91.13159,14.277870000000002,495.14243000000005,20.447319999999998,181.91064,0.0,7.755879999999999,7.050800000000001,5.2881,407.1837,0.0,107.17216,284.67605,15.335489999999998,0.0,489.32552000000004,32.962489999999995,9.51858,0.0,44.42004,61.51823,47.41663,293.48955,43.186150000000005,1.20/1.00/2.02,,19143.486,2068.544,852.173,735.797,3087.986,596.295,913.987,1189.64,178.719,948.733,614.131,902.279,1675.211,697.671,849.017,1931.627,446.321,1239.005,216.35,63.652,
J04050,魚貝類,青星九刺鮨平均值,"樣品狀態:生; 前處理描述:去鱗,含皮,去頭尾,去內臟及骨刺,混合不同部位","紅鱠(條/格),七星斑,紅格仔,過(鯌/髻/郭)魚,石斑,條舅,青星九棘鱸,仔石斑,夕鱠",62.0,93.5025,93.5025,77.971,20.927,0.4595,0.2062,1.2991,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,45.8065,471.1035,5.565,32.2355,0.15,0.355,223.445,0.0,,20.6948,6.2085,6.2085,,,,,,,0.395,0.395,0.395,0.0,0.0,0.0,,,,0.021,0.0429,2.9762,0.2155,0.6295,2.3355,0.45,206.15007999999997,0.0,0.0,0.0,0.0,0.252725,0.11487500000000002,34.237345000000005,4.6202725000000004,122.97598500000001,5.045310000000001,35.00471,0.0,1.9873375000000002,1.4290450000000001,0.482475,104.5017875,0.0,36.006420000000006,62.0761525,5.661040000000001,0.7581750000000002,144.41165999999998,4.755825,0.482475,0.4595000000000001,28.144375,16.0342525,21.945719999999998,72.5895125,8.868350000000001,1.38/1.00/1.97,,18636.4145,1989.602,882.9645,758.1095,2939.9,580.4815,861.561,1165.806,322.5635,888.429,606.478,868.767,1389.8895,730.035,806.216,1791.8575,460.117,1258.8595,334.778,44.3905,
J0405001,魚貝類,青星九刺鮨,"樣品狀態:生; 前處理描述:去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎","紅鱠,紅格仔,過魚,石斑,條舅,紅條,鱠仔(臺東) ",62.0,83.313,83.313,78.8,19.3,0.1,0.038,1.3,0.5,,,,,,,,,47.0,515.0,4.0,34.0,0.3,0.4,242.0,,,23.3331,7.0,7.0,,,,,,,0.49,0.49,0.49,0.0,0.0,0.0,,,,0.01,0.04,2.0,0.212,0.86,0.0,0.9,38.00000000000001,0.0,0.0,0.0,0.0,0.11000000000000001,0.05000000000000001,5.940000000000001,0.68,22.78,0.7700000000000001,6.960000000000001,0.0,0.31,0.19000000000000003,0.21000000000000002,22.14,0.0,6.230000000000001,13.970000000000002,1.6100000000000003,0.33,39.86,0.8000000000000002,0.21000000000000002,0.20000000000000004,7.1,4.34,6.51,20.7,,1.80/1.00/1.72,,18191.0,1940.0,845.0,708.0,2940.0,644.0,818.0,1121.0,477.0,941.0,594.0,913.0,1062.0,700.0,795.0,1741.0,435.0,1239.0,278.0,42.3,
